,date,Operador,Militar,Ruta_vuelo,Tipo_vuelo_Nac_Int,Lugar_accidente,flight_no,ac_type,registration,cn_ln,all_aboard,passengers,crew_aboard,Total_fatalities,passenger_fatalities,crew_fatalities,ground_fatalities,summary,take_off,landing,hijacked,lost_contact
152,2003-08-24 14:00:00,Tropical Airways,0,"Cap Haitien,Port au Paix-ht",0,"Cap Haitien, Haiti",1301,Let 420UVP-E,HH-TAD,861702,21,19,2,21,19,2,0,The plane crashed shortly after taking off from Cap Haitien Airport. Witnesses reported seeing smoke coming out of the back of the aircraft. The plane then nose dived into a sugarcane field and exploded.,1,0,0,0
153,2003-08-26 15:38:00,US Airways Express,0,No_identificado,2,"Off Hyannis, Massachusetts",9446,Beechcraft 1900D,N240CJ,24637,2,0,2,2,0,2,0,"Shortly after taking off the pilot declared an emergency but the aircraft crashed into Nantucket Sound before he could land. The improper replacement of the forward elevator trim cable, and subsequent inadequate functional check of the maintenance performed, which resulted in a reversal of the elevator trim system and a loss of control in-flight. Factors were the flightcrew's failure to follow the checklist procedures, and the aircraft manufacturer's erroneous depiction of the elevator trim drum in the maintenance manual.",1,1,0,0
154,2003-09-11 20:30:00,Wasaya Airways,0,"ca,us",1,"Near Summer Beaver, Canada",125,Cessna 208B Grand Caravan,C-FKAB,208B-0305,8,7,1,8,7,1,0,The aircraft crashed ten kilometers northwest of Summer Beaver one hour after leaving Pickle Lake Airport. Thunderstorm activity was reported along the route.,0,0,0,0
155,2003-09-19 20:00:00,Military - Mexican Air Force,1,"lc,mx",1,"Near La Quemada, Mexico",?,Lockheed C-130A Hercules,3603,3025,6,0,6,6,0,6,0,Crashed while en route,0,0,0,0
156,2003-09-19 17:10:00,Ameristar Jet Charter,0,"Del Rio,El Paso-us",0,"Del Rio, Texas",982,Learjet 25B,N666TW,25-116,2,0,2,1,0,1,0,"After touching down the aircraft did not brake correctly and overran the runway, crashed into a cemetery and burst into flames. The pilot's misjudged distance and speed during the approach to landing, and his failure to obtain the proper touchdown point resulting in an overrun. A contributing factor was the pilot's failure to abort the landing.",0,1,0,0
157,2003-09-20 19:55:00,Sundance Helicopters,0,Sightseeing-it,0,"Near Meadview, Arizona",?,Aerospatiale AS350BA,N270SH,1864,7,6,1,7,6,1,0,"The sightseeing helicopter, headed for the bottom of the Grand Canyon, hit the face of a cliff and crashed in rugged terrain killing all aboard. Tourists were supposed to board a pontoon boat when the accident occurred 2/3 of the way down the canyon. The pilot's disregard of safe flying procedures and misjudgment of the helicopter's proximity to terrain. Contributing to the accident was the failure of Sundance Helicopters and the FAA to provide adequate surveillance of Sundance's air tour operations in Descent Canyon.",0,0,0,0
158,2003-09-27 18:57:00,Les Ailes de Gaspé Inc.,0,"us,ca,de,fr",1,"Gaspé, Quebec, Canada",?,Piper PA31-310,C-FARL,31306,3,2,1,3,2,1,0,"Cashed as it approached Gaspé in fog and low ceiling. The pilot descended to the minimum descent altitude (MDA) without being established on the localizer track, thereby placing himself in a precarious situation with respect to the approach and to obstruction clearance. On an instrument approach, the pilot continued his descent below the MDA without having the visual references required to continue the landing, and he was a victim of CFIT (controlled flight into terrain).",0,1,0,0
159,2003-10-03 00:00:00,Air taxi - Rumo Notre Air Taxi,0,"Sao Gabriel de Cachoeria,Yauarete-br",0,Sao Gabriel de Cachoeria,?,EMB 721C Sertanejo,PT-EBK,?,4,3,1,4,3,1,0,"The plane disappeared shortly after taking off. Wreckage was found at  2 miles south of Gabriel’s runaway,  in the Amazon forest, 2 days later.  Mechanical failure after the takoff.  Remote area without ATC or radar.",1,0,0,0
160,2003-10-03 21:25:00,Air Freight New Zealand,0,"Christchurch,Palmerston North-nz",0,"Off Waikanae, New Zealand",642,Convair CV-580F,ZK-KFU,017,2,0,2,2,0,2,0,"While at crusing altitude, one hour after taking off, the aircraft suddenly exploded in midair for unknown reasons.",1,0,0,0
161,2003-10-11 16:00:00,Transmandu,0,No_identificado,2,"Uriman, Venezuela",?,Antonov AN-2TP,YV-1128C,1G238-12,2,0,2,1,0,1,0,Crashed into the Caroni River shortly after taking off.,1,0,0,0
162,2003-10-26 04:31:00,CATA Linea Aerea,0,No_identificado,2,"Buenos Aires, Argentina",760,Fairchild Hiller FH-227B,LV-MGV,567,5,0,5,5,0,5,0,Three minutes after taking off from Buenos Aires Airport the crew reported a technical problem and asked to turn around. They were cleared to land on Runway 17 but crashed 30 km southwest of Buenos Aires.,1,1,0,0
163,2003-10-27 08:08:00,Aeroextra,0,"Las Potrancas Ranch Airstrip,Tampico-mx",0,"Tampico, Mexico",?,Hawker 800A,XA-ISH,258036,3,0,3,3,0,3,0,"While on approach on a positioning flight,  in poor weather, the crew decided to go-around turned left and struck a 1,600 ft. hill.",0,1,0,0
164,2003-10-29 08:51:00,FedEx,0,"Casper,Cody-us",0,"Cody, Wyoming",8773,Cessna 208B Caravan I Super Cargomaster,N791FE,208-0289,1,0,1,1,0,1,0,"While on approach after an 18 minute holding pattern the cargo plane crashed in a snowstorm on a highway  before coming to rest in Alkali Lake located short of runway. The pilot's failure to maintain aircraft control. Contributing factors include the pilot's failure to divert to an alternate airport, an inadvertent stall, and the snow and icing conditions.",0,1,0,0
165,2003-11-02 09:00:00,Military - U.S. Army,1,"Baghdad,Fallujah-iq",0,"Near Hasi, Iraq",-,CH-47 Chinook,?,?,36,34,2,15,15,0,0,The helicopter crashed into a corn field while ferrying troops from Fallujah to Baghdad. The CH-47 helicopter belonged to the 12th Aviation Brigade. The helicopter was shot down by a shoulder-fired missile.,0,0,0,0
166,2003-11-08 10:26:00,Heliwork WA Pty Ltd. - Air Taxi,0,No_identificado,2,"200 miles NE of Derby, Australia",?,Robertson R44 helicopter,VH-YKL,0170,4,3,1,4,3,1,0,The helicopter crashed in the remote outback after colliding with terrain. The helicopter was destroyed in the post crash fire. Visual meteorological conditions prevailed at the time of the accident.,0,0,0,0
167,2003-11-08 10:59:00,Trans Guyana Airways,0,"gy,us",1,"Near Ogle, Guyana",?,Shorts SC-7 Skyvan 3M Variant 100,8R-GMC,SH-1959,7,4,3,2,1,1,0,The right engine failed one minute after takeoff. The pilot declared an emergency and made a forced landing in a cane field. The plane hit a ridge and slid approximately 100 ft. before coming to rest. A flight attendant and one passenger received fatal injuries.,1,1,0,0
168,2003-11-15 18:30:00,Military - U.S. Army,1,No_identificado,2,"Mosul, Iraq",?,UH-60 Black Hawk / UH-60 Black Hawk,? / ?,?,22,18,4,17,13,4,0,A midair collision occurred between two Black Hawk helicopters. One helicopter was climbing to avoid gunfire when it's rotor struck the other.,0,0,0,0
169,2003-11-29 08:01:00,Ameriflight,0,"Seattle,Spokane-us",0,"Spokane, Washington",1996,Swearingen SA227AT Merlin IVC,N439AF,AT-439B,1,0,1,1,0,1,0,"The cargo plane struck trees one mile short of the runway. The pilot-in-command's failure to maintain proper glidepath alignment during an ILS approach in poor weather resulting in collision with trees and terrain. Contributing factors were the unreliable status of the primary (NAV 1) ILS receiver (leaving the pilot with only the secondary (NAV 2) ILS receiver), the low ceilings and trees.",0,0,0,0
170,2003-11-29 15:20:00,Military - Congolese Air Force,1,"Boende,Congo,Congo,Kinshasa-cd",0,"Boende, Congo",?,Antonov AN-26,9T-TAD,?,24,18,6,20,14,6,13,The aircraft suffered a blowout of a tire while taking off for the second time after aborting the first takeoff. The pilot was not able to stop the aircraft and overran the runway and crashed into a small market square,1,0,0,0
171,2003-12-16 12:00:00,Huron Air,0,No_identificado,2,"Jellicoe, Ontario, Canada",?,de Havilland DHC-3 Otter,C-GOFF,065,3,2,1,2,1,1,0,Crashed into Blackwater Lake shortly after taking off from a remote landing strip.,1,1,0,0
172,2003-12-18 22:00:00,Líneas Aéreas Suramericanas,0,"ir,co",1,"Mitu, Colombia",?,Douglas DC-9-15F,HK-4246X,47062,3,0,3,3,0,3,0,"While on approach to , the cargo plane obtained the authorization to descend from 23,000 to 7,000 ft. but  disappeared from radar screen when it struck a mountain. Wreckage was found 5 days later.",0,1,0,0
173,2003-12-23 09:13:00,Pavair,0,"id,ca,us",1,"Helendale, California",?,Gates Learjet 24B,N600XJ,24B-190,2,0,2,2,0,2,0,"While en route and cruising at 24,000 ft. the crew of the cargo plane declared an emergency and tried to return to Chino Airport but the aircraft suddenly nose dived and crashed into the Mojave Desert. A loss of airplane control for undetermined reasons.",0,0,0,0
174,2003-12-25 14:55:00,Union des Transports Aeriens de Guinee,0,"bj,lb,gn",1,"Cotonou, Benin",141,Boeing B-727-223,3X-GDO,21370/1276,161,151,10,140,132,8,0,"The B-727 was barely able to climb after taking off from Cotonou Airport. The landing gear struck a building housing electronics, crashed through the barrier fence and broke up along the shoreline adjacent to the airport. The plane was overloaded by 10 tons of cargo which was improperly distributed. The pilot was tried, convicted and sentenced to 20 years in jail by a Lebanese court.",1,1,0,0
175,2004-01-03 04:44:00,Flash Air,0,"Cairo,Egypt,Egypt,Sharm el Sheikh-eg",0,"Off Sharm el Sheikh, Egypt",604,Boeing B-737-3Q8,SU-ZCF,26283/2383,148,135,13,148,135,13,0,"Shortly after taking off,  the aircraft crashed into the Red Sea, 7 miles south of the airport. There were mostly French tourists on board heading home from the holidays. Possibly, the pilot suffered spatial disorientation and the copilot was unwilling to challenge his more experienced superior, however, no decisive cause was ever found.",1,0,0,0
176,2004-01-13 19:40:00,Uzbekistan Airways,0,"Tashkent,Termez-uz",0,"Tashkent, Uzbekistan",1154,Yakovlev YAK-40,UK-87985,9540844,37,32,5,37,32,5,0,"Crashed while attempting to land in heavy fog. The aircraft struck a stanchion of approach lights and flipped over, hitting the outside of a wall surrounding the landing area. Crew error.",0,1,0,0
177,2004-02-06 08:01:00,Military - Government of Macedonia,1,"mk,ba",1,"Bitonja, Bosnia-Herzegovina",?,Beechcraft Super King Air 200,Z3-BAB,BB-652,9,7,2,9,7,2,0,"The twin engine aircraft crashed in the southern mountains of Bosnia in poor weather conditions, minutes away from landing at Mostar. Macedonian president, Boris Trajkovski, 47, killed along with 6 aids. Pilot error. The two-man crew misinterpreted crucial flight data in stormy weather.",0,1,0,0
178,2004-02-10 11:40:00,Kish Airlines,0,"ae,ir",1,"Sharjah, United Arab Emirates",1770,Fokker F-50,EP-LCA,20273,46,40,6,43,37,6,0,"The aircraft crashed on approach, 2 miles short of the runway while attempting an emergency landing at Sharjah. The plane crashed midway between two residential compounds. The flight data recorder showed that the two engines went into reverse 10 seconds before the accident.",0,1,0,0
179,2004-03-04 09:40:00,Azov Avia Airlines,0,"af,az,tr",1,"Bakou, Azerbaijan	Bakou, Azerbaijan",?,Ilyushin II-76,UR-ZVA,0063468036,7,0,7,3,0,3,0,"Shortly after taking off and climbing to about 150 feet, the aircraft pitch down and crashed into a field 4 km from the airport.",1,0,0,0
180,2004-03-16 04:01:00,Military - United States Air Force,1,No_identificado,2,"Tonopah, Nevada",?,Beechcraft 1900C,N27RA,UB-37,5,4,1,5,4,1,0,While on approach and during a turn the pilot suffered a sudden cardiac death. Half way through the turn the airplane began a gradual descent until it impacted the ground. The airplane broke up and burst into flames. The pilot willfully deceived flight medical examiners and suppressed medical information and ingested inappropriate medications for a deteriorating and dangerous health condition.,0,1,0,0
181,2004-03-21 02:20:00,Air Ambulance - Med-Trans Corp.,0,"ua,us",1,"Pyote, Texas",?,Bell 407,N502MT,53549,5,4,1,4,3,1,0,"The helicopter impacted terrain while maneuvering in reduced visibility conditions. The pilot's inadvertent encounter with adverse weather, which resulted in the pilot failing to maintain terrain clearance. Contributing factors were the dark night conditions, the pilot's inadequate preflight preparation and planning, and the pressure to complete the mission induced by the pilot as a result of the nature of the EMS mission.",0,0,0,0
182,2004-05-02 16:00:00,Procuradoria General de la Republica,0,"Ciudad Juarez,Mexico City-mx",0,"Near Milpillas, Mexico",?,Rockwell Gulfstream Jetprop 840,XC-JEH,11678,7,5,2,7,5,2,0,"The aircraft crashed and was destroyed following a loss of control while en route at cruise altitude at 23,000 ft. after encountering unfavorable weather conditions.",0,0,0,0
183,2004-05-05 13:00:00,Aerotransportes Petroleros,0,"Bogota,Carepa-co",0,"Carepa, Colombia",?,Swearingen SA227AC Metro III,HK-4275,AC-676,7,5,2,3,1,2,0,While on approach the plane hit the ground 300 ft. short of the runway.,0,1,0,0
184,2004-05-06 15:00:00,Charter - Air Cush,0,"Ayod,Jiech-ss",0,"Jiech, Sudan",?,Let 410UVP,9XR-DC,?,10,8,2,6,5,1,0,"The plane crashed just seconds after taking off. It was on a mission of delivering humanitarian aid in Sudan. The cargo shifted after takeoff, causing the cg to change and the plane to stall and crash.",1,0,0,0
185,2004-05-11 00:00:00,El Magal Aviation,0,"ss,sd",1,"Dalang, Sudan",?,Antonov AN-12,ST-SIG,1400101,7,0,7,7,0,7,0,While flying in a thunderstorm the plane hit the side of a mountain. One survivor died a few hours after the accident.,0,0,0,0
186,2004-05-14 18:30:00,Rico Linhas Aereas,0,"Manaus,Sao Paulo,Tefe-br",0,"Near Manaus, Brazil",4815,Embraer 120ER Brasilia,PT-WRO,120070,33,30,3,33,30,3,0,"The plane dropped off radar at Manaus' Eduardo Gomes International Airport about 10 miles from the runway after it suspended landing procedures to allow another plane carrying sick people on the way to a hospital to land. The plane crashed in dense jungle, making it difficult for rescue crews to reach the wreckage.",0,1,0,0
187,2004-05-18 10:50:00,AZAL Cargo Company,0,"cn,az",1,"Urumqi, China",?,Ilyushin II-76TD,4K-AZ27,0053460827,7,0,7,7,0,7,0,"About two minutes after takeoff and  while climbing, the aircraft stalled and crashed in a field 10 km from the  airport.",1,0,0,0
188,2004-05-18 10:40:00,Aray-Avia,0,"cf,fr,ru",1,"Bozoy, Kazakhstan",?,PZL-Mielec AN-2R,UN-70276,1G139-35,12,10,2,1,1,0,0,Crashed and stalled near the end of the runway while attempting to take off. The aircraft was overloaded.,1,0,0,0
189,2004-05-23 07:30:00,Blue Bird Aviation,0,"ke,so",1,"Mwingi, Kenya",?,Let 410UVP,5Y-VVD,872009,2,0,2,2,0,2,0,While en route the cargo plane collided with another Let 410 of the same operator. The first aircraft crashed killing both pilots while the second  made a safe landing.,0,1,0,0
190,2004-05-25 13:56:00,Yeti Airlines,0,"Katmandou,Lukla-np",0,"Near Lukla, Nepal",117,de Havilland DHC-6 Twin Otter 300,9N-AFD,651,3,0,3,3,0,3,0,"While on approach to Lukla, the cargo plane crashed into Lamjura Hill in heavy cloud cover. Hazardous behavior and attitudes of the captain such as over-confidence, being care-free, and non-compliance of the regulations caused the accident.",0,1,0,0
191,2004-06-08 09:38:00,Gabon Express,0,"Franceville,Libreville-ga",0,"Off Libreville, Gabon",221,BAe HS-748-232 Srs 2A,TR-LFW,1611/82,30,26,4,19,18,1,0,The aircraft nosedived into the sea about 100 meters off a beach shortly after taking off from Leon Mba international airport. Engine failure forced the plane back towards the airport.,1,0,0,0
192,2004-06-28 09:17:00,United Nations -  UTair Charter,0,"Freetown,Kailahun-sl",0,"Near Yengema, Sierra Leone",?,Mi-8MTV-1,RA-27113,?,24,21,3,24,21,3,0,The helicopter crashed into a slope of a mountain in a forested area. The helicopter took off from the Sierra Leone capital but never arrived at its destination in the western city of Kailahun.,0,0,0,0
193,2004-07-12 07:15:00,Dodita Air Cargo,0,"Saint Martten,San Juan-us",0,"Off Beef Island, British Virgin Islands",?,Convair CV-440,N4826C,391,2,0,2,1,0,1,0,"While en route the cargo plane experienced a fire in the right engine which led to a ditching of the plane. The plane sank in 1,000 ft. of water the copilot was rescued but the captain was never found.",0,0,0,0
194,2004-07-22 08:30:00,BHS - Brazilian Helicopter Service  Air Taxi,0,"br,us",1,"Off  Macaé , Rio de Janeiro , Brazil",?,Sikorsky S 76,PP-MYM,?,11,9,2,6,6,0,0,"During the approach to P-31 oil rig, at an altitude of 500 ft, an alarm sounded for the left turbine after which there was a loud noise. Then the main rotor and right turbine lost rotation and the helicopter crashed in the sea.",0,0,0,0
195,2004-07-29 10:30:00,Airlines of PNG,0,"Ononge,Port Moresby-pg",0,"Ononge, Papua New Guinea",?,de Havilland DHC-6 Twin Otter 300,P2-MBA,353,3,0,3,2,0,2,0,The cargo plane diverted to Yongai airport because of bad weather but collided with trees and crashed.The loadmaster was rescued a day later.,0,0,0,0
196,2004-08-13 00:50:00,Air Taroma,0,"Cincinnati,Memphis-us",0,"Cincinnati, Ohio",185,Convair CV-580,N586P,68,2,0,2,1,0,1,0,"While on approach at night,, the crew reported engine trouble. Shortly after the aircraft crashed on a golf course short of Runway 36R. Fuel starvation resulting from the captain's decision not to follow approved fuel crossfeed procedures. Contributing to the accident were the captain's inadequate preflight planning, his subsequent distraction during the flight, and contributing to the accident was the flightcrew's failure to monitor the fuel gauges and to recognize that the airplane's changing handling characteristics were caused by a fuel imbalance.",0,1,0,0
197,2004-08-21 16:28:00,Military - Venezuelan Air Force,1,"La Orchila Air Base,Maracay-ve",0,"Near Maracay, Venezuela",?,Shorts 360,FAV-1652,SH3123,25,22,3,25,22,3,0,"Air traffic controllers lost contact with the plane as it was returning from the Caribbean island of La Orchila and descending through 9,500 ft. The plane crashed in a mountainous region of northeastern Venezuela in thunderstorms. The plane was carrying a mixture of military and civilian passengers.",0,1,0,1
198,2004-08-24 22:59:00,Sibir Airlines,0,"Moscow,Sochi-ru",0,"Near Rostov-on-Don, Russia",1047,Tupolev 154B-2,RA-85556,82A-556,46,38,8,46,38,8,0,The plane crashed 19 minutes after taking off from Moscow. It crashed almost simultaneously with a Volga-Avia Express Tupolov134 which crashed at 22:56. Detonation of an exposive device aboard.,1,0,0,0
199,2004-08-24 22:56:00,Volga-Avia Express,0,"Moscow,Volograd-ru",0,"Near Toula, Russia",1303,Tupolev 134A-3,RA-65080,60065,41,34,7,41,34,7,0,The plane crashed 26 minutes after taking off from Moscow. Witnesses stated they saw the plane explode in midair before crashing. It crashed almost simultaneously with a Sibir Tupolov154 which crashed at 22:59. Detonation of an exposive device aboard.,1,0,0,0
200,2004-08-27 16:30:00,Mavrik Aire Transport,0,"Kenai,Kotzebue,McGrath-us",0,"Near Mc Grath, Alaska",?,de Havilland DHC-3 Otter,N197TT,197,3,2,1,1,1,0,0,"Thirty minutes after departure from McGrath, the pilot encountered low visibility due to smoke and fog. After deciding to fly at a lower altitude, the aircraft struck trees and crashed into a forest. Rescue teams found the bodies and the survivors 2 days later. The pilot's inadequate in-flight planning/decision making, his continued VFR flight into instrument meteorological conditions, and his failure to maintain obstacle clearance. Factors contributing to the accident were low ceilings due to smoke, rain, and mist.",0,0,0,0
201,2004-09-09 06:50:00,Jett Paqueteria SA,0,"Mexico City,Villahermosa-mx",0,"Villahermosa, Mexico",?,Rockwell CT-39A Sabreliner,XA-TFD,265-10,2,0,2,2,0,2,0,On final approach the cargo flight crashed in a wooded area 3 km from the runway and was destroyed.,0,1,0,0
202,2004-09-11 11:10:00,Military - Greek Army,1,"us,gr",1,"Off Mount Athos, Greece",?,CH-47D Chinook,?,?,17,13,4,17,13,4,0,"The helicopter crashed into the Aegean Sea, 5.5 nautical miles off Halkidiki peninsula.  Patriarch Petros VII of Alexandria , Egypt, spiritual leader of orthodox Christians throughout Africa, killed along with other clergy.",0,0,0,0
203,2004-09-29 18:59:00,Air Flamence,0,"Mayaguez,San Juan-us",0,"Tortuguero lagoon, Puerto Rico",?,Pilatus-Britten Norman BN-2A-27 Islander,N902GD,905,1,0,1,1,0,1,0,"The cargo plane hit a heavy rain shower before losing control and crashing into Toruuguero lagoon. The pilot's improper inflight planning which resulted in an inflight encounter with weather (low ceilings and thunderstorms), his loss of aircraft control, and an inflight collision with the ocean during uncontrolled descent.",0,0,0,0
204,2004-10-05 12:37:00,Sarit Airlines,0,"ss,sd",1,"Kaduqli, Sudan",?,Antonov AN-12,ST-SAF,00347606,4,0,4,4,0,4,0,The cargo plane reported an engine failure and tried to divert to the nearest airport but crashed and burned in a wooded area about 50 km from Kaduqli.,0,0,0,0
205,2004-10-14 03:56:00,MK Airlines,0,"ca,es,us",1,"Halifax, Nova Scotia, Canada",1602,Boeing 747-244B-SF,9G-MKJ,22170,7,0,7,7,0,7,0,"The cargo plane did not gain altitude and ran off the end of the runway and crashed into a forest. The aircraft's lower aft fuselage struck a berm supporting a localizer antenna, resulting in the tail separating from the aircraft, rendering the aircraft uncontrollable. The incorrect V speeds and thrust setting were too low to enable the aircraft to take off safely for the actual weight of the aircraft. The pilots of MKA1602 did not carry out the gross error check in accordance with the company's standard operating procedures (SOPs), and the incorrect take-off performance data were not detected. Crew fatigue.",1,0,0,0
206,2004-10-14 22:15:00,Pinnacle Airlines/Northwest Airlink,0,"Little Rock,Minneapolis-us",0,"Jefferson City, Missouri",3701,Canadair CRJ200LR RegionalJet,N8396A,10161,2,0,2,2,0,2,0,"On a night repositioning flight, while en route, the stick shaker activated several times before the plane entered a aerodynamic stall. Almost simultaneously both engines stopped. The crew declared an emergency but the plane did not make the airport, crashed and broke up. PC:  The pilots' unprofessional behavior, deviation from standard operating procedures, and poor airmanship, which resulted in an in-flight emergency from which they were unable to recover, in part because of the pilots' inadequate training The pilots' failure to prepare for an emergency landing in a timely manner, including communicating with air traffic controllers immediately after the emergency about the loss of both engines and the availability of landing sites and the pilots' failure to achieve and maintain the target airspeed in the double engine failure checklist, which caused the engine cores to stop rotating and resulted in the core lock engine condition. Contributing to this accident was the engine core lock condition, which prevented at least one engine from being restarted, and the airplane flight manuals that did not communicate to pilots the importance of maintaining a minimum airspeed to keep the engine cores rotating.",0,1,0,0
207,2004-10-15 07:46:00,Aerovanguardia,0,"Medellin,Villavicencio-co",0,"Near Medellin, Colombia",?,Douglas DC-3C,HK-1503,34331,3,0,3,3,0,3,0,"During descent in poor weather, the cargo plane struck a mountain near the airport.",0,0,0,0
208,2004-10-16 15:00:00,Pacific Air,0,"Coron Island,Manila-ph",0,"Coron Island, Philippines",?,Pilatus Britten-Norman BN-2A-21 Islander,RP-C1325,593,2,0,2,2,0,2,0,"A few minutes after takeoff, the cargo plane struck the side Tagbao mountain a few  kilometers from the airport.",1,0,0,0
209,2004-10-19 07:45:00,Corporate Airlines (American Connection),0,"Kirkville,MO,MO,St. Louis-us",0,"Near Kirksville, Missouri",5966,Bae Jetstream 3201,N875JX,875,15,13,2,13,11,2,0,"The turboprop crashed 4 miles south of Kirksville while on approach to Kirksville Municipal Airport. The plane clipped tree tops before crashing on its belly into a wooded area. Data show the plane descending then climbing slightly in the last four seconds before impact. The plane lacked a modern terrain warning system which would have been required equipment the next year. The pilots' failure to follow established procedures and properly conduct a nonprecision instrument approach at night in instrument meteorological conditions, including their descent below the minimum descent altitude before required visual cues were available (which continued unmoderated until the airplane struck the trees) and their failure to adhere to the established division of duties between the flying and nonflying pilots. Contributing to the accident were the pilots' failure to make standard callouts and the current Federal Aviation Regulations that allow pilots to descend below the MDA into a region in which safe obstacle clearance is not assured based upon seeing the airport approach lights. The pilots' failure to establish and maintain a professional demeanor during the flight and their fatigue likely contributed to their degraded performance.",0,1,0,0
210,2004-10-24 00:30:00,Med Flight Air Ambulance - Private,0,"ca,us",1,"San Diego, California",?,Learjet 35A,N30DK,35A-345,5,4,1,5,4,1,0,"Two minutes after taking off, the air ambulance crashed into Otay peak,  in an isolated area of mountains, 8 miles east of Brown Field Municipal Airport. Dark night visual conditions prevailed. The controller's Minimum Safe Altitude Warning System issued and alert during the last two radar returns. The air traffic controller failed to alert the crew to altitude warnings as the plane was on track to fly into a mountain. The controller identified the airplane on the radar screen and instructed crew members to expect clearance above 5,000 feet, but then issued a heading that resulted in a flight track directly into the mountains. The mountain is at 3,556 feet altitude. Also, the flight crew did not follow the recommended departure procedures for taking off at night and in mountainous terrain. Failure of the flightcrew to maintain terrain clearance during a VFR departure, which resulted in controlled flight into terrain, and the air traffic controller's issuance of a clearance that transferred the responsibility for terrain clearance from the fllightcrew to the controller. The controller's failure to provide terrain clearance instructions to the flightcrew, and failure to advise the flightcrew of minimum safe altitude warning alerts. Contributing to the accident was the pilots' fatigue which likely contributed to their degraded decision making.",1,0,0,0
211,2004-10-24 16:30:00,Private - Hendrick Motorsports Inc.,0,"va,us",1,"Martinsville, Virginia",?,Beech 200 Super King Air,N501RH,BB-805,10,8,2,10,8,2,0,"The plane struck a steep incline in the Bull Mountain area seven miles from the Blue Ridge Regional Airport in heavy fog. Wreckage was confined to an area of approximately 200 ft. long. Killed in the crash were members of the Hendrick Motorsports racing team including the son, brother and two nieces of owner Rick Hendrick. Failure of the crew to properly execute the published instrument approach procedure. A contributing cause was the crew's failure to use all navigational aids to confirm and monitor their position during the approach.",0,0,0,0
212,2004-11-18 13:02:00,Venezolana,0,"ve,mx",1,"Caracas, Venezuela",213,BAe 3101 Jetstream 31,YV-1083C,762,21,19,2,3,3,0,0,"The aircraft was arriving on runway 09 at Simon Bolivar Airport when it departed the right side of the runway and cashed into the airport fire house. Weather at the time of the accident was poor, with low ceiling and torrential rain.",0,0,0,0
213,2004-11-21 08:20:00,China Eastern Airlines,0,"Baotou,Shanghai-cn",0,"Baotou, Inner Mongolia, China",?,Bombardier CRJ200,B-3072,7697,53,47,6,53,47,6,0,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane.",1,0,0,0
214,2004-11-22 06:15:00,Business Jet Services,0,"Dallas,Houston-us",0,"Houston, Texas",?,Grumman Gulfstream G3,N85VT,449,3,0,3,3,0,3,0,"While on final approach, the aircraft struck a light pole located 1.5 mile short of Runway 04 in thick fog and crashed in a nearby field. The flight crew's failure to adequately monitor and cross check the flight instruments during the approach. Contributing to the accident was the flight crew's failure to select the instrument landing system frequency in a timely manner and to adhere to approved company approach procedures, including the stabilized approach criteria.",0,1,0,0
215,2004-11-27 08:20:00,Presidental Airways Inc. - Air Taxi,0,"Afghanstan,Bagram,Farah-af",0,"Near Bagram, Afghanstan",?,CASA 212-CC,N960BW,231,6,3,3,6,3,3,0,"Crashed into a mountain 80 miles west of Bagram while en route. The wreckage site was located a the 14,000 ft. level of a 16,739 ft. mountain. The crew deliberately avoided the standard route and took a joy ride in another direction, eventually becoming trapped in a canyon and slamming into a mountainside.",0,0,0,0
216,2004-11-28 09:55:00,Glow Air/Air Castle - Charter,0,"in,us,co",1,"Montrose, Colorado",73,Canadair CL-601-2A12 Challenger,N873G,3009,6,3,3,3,1,2,0,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions.",1,0,0,0
217,2004-11-30 18:14:00,Lion Air,0,"Indonesia,Indonesia,Jakarta,Solo-id",0,"Solo, Indonesia",583,McDonnell-Douglas MD-82,PK-LMN,49189/1173,163,156,7,25,23,2,0,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash.",0,1,0,0
218,2004-12-10 00:00:00,Guardia Nacional de Venezuela,0,"ve,es",1,"El Junquito, Venezuela",?,PZL-Mielec M28,GN-97121,AJE001-15,16,13,3,16,13,3,0,Crashed while en route in mountainous terrain.,0,0,0,0
219,2004-12-11 00:00:00,Airline Transport,0,"af,az",1,"Near Jeddah, Saudi Arabia",?,Ilyushin II-76TD,ER-IBW,0033448390,7,0,7,1,0,1,0,A forward emergency exit opened in flight causing one of the crew members to be sucked out. An emergency landing was made in Jeddah.,0,1,0,0
